Genre,Title,GoogleMapsLink,ID
family_vacations,Beacon Resort,http://www.google.com/maps/place/Beacon+Resort/data=!4m10!3m9!1s0x31cc765c1980abb5:0xd26859a9cf55fa0a!5m2!4m1!1i2!8m2!3d3.6336279!4d101.5886471!16s%2Fg%2F12lw1522y!19sChIJtauAGVx2zDERCvpVz6lZaNI?authuser=0&hl=en&rclk=1,992
family_vacations,The Sticks,http://www.google.com/maps/place/The+Sticks/data=!4m10!3m9!1s0x31cc0b6f5bd85b5f:0xc8fed26ebb580264!5m2!4m1!1i2!8m2!3d3.5956862!4d101.7350963!16s%2Fg%2F11c0xw66lp!19sChIJX1vYW28LzDERZAJYu27S_sg?authuser=0&hl=en&rclk=1,657
family_vacations,Tiarasa Escapes Glamping Resort Janda Baik,http://www.google.com/maps/place/Tiarasa+Escapes+Glamping+Resort+Janda+Baik/data=!4m10!3m9!1s0x31cc3d2db2fe10bd:0x3b14e6a739923ae5!5m2!4m1!1i2!8m2!3d3.32939!4d101.8247375!16s%2Fg%2F11g0s05q09!19sChIJvRD-si09zDER5TqSOafmFDs?authuser=0&hl=en&rclk=1,991
family_vacations,Club Med Cherating - Malaysia,http://www.google.com/maps/place/Club+Med+Cherating+-+Malaysia/data=!4m10!3m9!1s0x31c884e0802c7a7f:0xac74538e21548816!5m2!4m1!1i2!8m2!3d4.1383924!4d103.4079572!16s%2Fg%2F1xpwg8l1!19sChIJf3osgOCEyDERFohUIY5TdKw?authuser=0&hl=en&rclk=1,199
family_vacations,Mandara Tree Villas,http://www.google.com/maps/place/Mandara+Tree+Villas/data=!4m10!3m9!1s0x31cc3d131ed6c375:0x719d22d4e5cb0cd4!5m2!4m1!1i2!8m2!3d3.3257393!4d101.8552345!16s%2Fg%2F11csqhcwqp!19sChIJdcPWHhM9zDER1AzL5dQinXE?authuser=0&hl=en&rclk=1,936
family_vacations,BuBu Resort Main Office,http://www.google.com/maps/place/BuBu+Resort+Main+Office/data=!4m7!3m6!1s0x31cc37cdd49215f9:0x591bde5f53f7c070!8m2!3d3.1622772!4d101.7194936!16s%2Fg%2F1td4xbzn!19sChIJ-RWS1M03zDERcMD3U1_eG1k?authuser=0&hl=en&rclk=1,835
family_vacations,Paradise Valley Broga Resort,http://www.google.com/maps/place/Paradise+Valley+Broga+Resort/data=!4m10!3m9!1s0x31cdd1f330ed8475:0x659dff7da23b35ae!5m2!4m1!1i2!8m2!3d2.9463767!4d101.9111974!16s%2Fg%2F11b7cfj_29!19sChIJdYTtMPPRzTERrjU7on3_nWU?authuser=0&hl=en&rclk=1,366
family_vacations,Japamala Resort,http://www.google.com/maps/place/Japamala+Resort/data=!4m10!3m9!1s0x31c519ae6faa34d5:0x18d8f30660886e92!5m2!4m1!1i2!8m2!3d2.7455397!4d104.122333!16s%2Fg%2F11bc87xtbk!19sChIJ1TSqb64ZxTERkm6IYAbz2Bg?authuser=0&hl=en&rclk=1,549
family_vacations,Huda's Haven Resort,http://www.google.com/maps/place/Huda%27s+Haven+Resort/data=!4m10!3m9!1s0x31cc6d37d62acba3:0xfc41669734975474!5m2!4m1!1i2!8m2!3d3.4865481!4d101.6976585!16s%2Fg%2F11cnc827yw!19sChIJo8sq1jdtzDERdFSXNJdmQfw?authuser=0&hl=en&rclk=1,912
family_vacations,Gold Coast Malacca International Resort,http://www.google.com/maps/place/Gold+Coast+Malacca+International+Resort/data=!4m10!3m9!1s0x31d1efaa4bf3856b:0xc45099241928c4a1!5m2!4m1!1i2!8m2!3d2.2441354!4d102.304343!16s%2Fg%2F1t_kd0d6!19sChIJa4XzS6rv0TERocQoGSSZUMQ?authuser=0&hl=en&rclk=1,157
family_vacations,Puncak Rimba,http://www.google.com/maps/place/Puncak+Rimba/data=!4m7!3m6!1s0x31cc17774df862c1:0x153b863e232dc968!8m2!3d3.3894366!4d101.8816197!16s%2Fg%2F11ggsyy11z!19sChIJwWL4TXcXzDERaMktIz6GOxU?authuser=0&hl=en&rclk=1,273
family_vacations,MonQ Land Resort,http://www.google.com/maps/place/MonQ+Land+Resort/data=!4m10!3m9!1s0x31cde1f70901e98f:0x7a30c8101e2b93a7!5m2!4m1!1i2!8m2!3d2.6413545!4d102.0582769!16s%2Fg%2F11btxkt2ym!19sChIJj-kBCffhzTERp5MrHhDIMHo?authuser=0&hl=en&rclk=1,345
family_vacations,Riverwood Holiday Homes,http://www.google.com/maps/place/Riverwood+Holiday+Homes/data=!4m7!3m6!1s0x31cc0b65fca67a01:0x719c3ef9d7684529!8m2!3d3.5964125!4d101.7352891!16s%2Fg%2F11d_wtjp89!19sChIJAXqm_GULzDERKUVo1_k-nHE?authuser=0&hl=en&rclk=1,428
family_vacations,The Acres Resort,http://www.google.com/maps/place/The+Acres+Resort/data=!4m10!3m9!1s0x31cc1623ca4bbf8d:0x75ec5aa8e33cbf1c!5m2!4m1!1i2!8m2!3d3.3617127!4d101.812751!16s%2Fg%2F11d_788lcb!19sChIJjb9LyiMWzDERHL8846ha7HU?authuser=0&hl=en&rclk=1,811
family_vacations,Harmony Valley Retreat,http://www.google.com/maps/place/Harmony+Valley+Retreat/data=!4m10!3m9!1s0x31cc4c2f5a815c69:0x24bf0bd1e8311191!5m2!4m1!1i2!8m2!3d3.3171236!4d101.8174972!16s%2Fg%2F11btltn8zk!19sChIJaVyBWi9MzDERkREx6NELvyQ?authuser=0&hl=en&rclk=1,594
family_vacations,Holiday Villa Resort & Beachclub Langkawi,http://www.google.com/maps/place/Holiday+Villa+Resort+%26+Beachclub+Langkawi/data=!4m10!3m9!1s0x304c78da69c4755d:0x356cc3a5ff35165d!5m2!4m1!1i2!8m2!3d6.2736109!4d99.7328627!16s%2Fg%2F1txd6m_d!19sChIJXXXEadp4TDARXRY1_6XDbDU?authuser=0&hl=en&rclk=1,1037
family_vacations,Amverton Cove Golf & Island Resort,http://www.google.com/maps/place/Amverton+Cove+Golf+%26+Island+Resort/data=!4m10!3m9!1s0x31cda641070ae931:0xc92c8077c23c81!5m2!4m1!1i2!8m2!3d2.8468106!4d101.4087258!16s%2Fg%2F1hjgzbv3l!19sChIJMekKB0GmzTERgTzCd4AsyQA?authuser=0&hl=en&rclk=1,610
family_vacations,Selesa Hillhomes & Golf Resort,http://www.google.com/maps/place/Selesa+Hillhomes+%26+Golf+Resort/data=!4m10!3m9!1s0x31cc170400000001:0x354a4f1e632c3201!5m2!4m1!1i2!8m2!3d3.3552592!4d101.8209075!16s%2Fg%2F1td_drf8!19sChIJAQAAAAQXzDERATIsYx5PSjU?authuser=0&hl=en&rclk=1,705
family_vacations,Minang Cove Resort & Spa,http://www.google.com/maps/place/Minang+Cove+Resort+%26+Spa/data=!4m10!3m9!1s0x31c51f32cf612383:0xb1f9a82b4d96caf3!5m2!4m1!1i2!8m2!3d2.7169829!4d104.1584755!16s%2Fg%2F1pp2x8w6d!19sChIJgyNhzzIfxTER88qWTSuo-bE?authuser=0&hl=en&rclk=1,148
family_vacations,Sea Gypsy Village Resort & Dive Base,http://www.google.com/maps/place/Sea+Gypsy+Village+Resort+%26+Dive+Base/data=!4m10!3m9!1s0x31dac564d132be5b:0x8f48d35fe04381b2!5m2!4m1!1i2!8m2!3d2.2260384!4d104.0650329!16s%2Fg%2F11h0n3h4w!19sChIJW74y0WTF2jERsoFD4F_TSI8?authuser=0&hl=en&rclk=1,241
family_vacations,"Shangri-La Rasa Ria, Kota Kinabalu","http://www.google.com/maps/place/Shangri-La+Rasa+Ria,+Kota+Kinabalu/data=!4m10!3m9!1s0x323b11887279d471:0x3555d598ee59d186!5m2!4m1!1i2!8m2!3d6.1550347!4d116.1480733!16s%2Fg%2F11ljsn59_9!19sChIJcdR5cogROzIRhtFZ7pjVVTU?authuser=0&hl=en&rclk=1",982
family_vacations,Resorts World Langkawi,http://www.google.com/maps/place/Resorts+World+Langkawi/data=!4m10!3m9!1s0x304b863b16e16a73:0x80721e4301bc4df4!5m2!4m1!1i2!8m2!3d6.26027!4d99.736053!16s%2Fg%2F1pp2tz_gg!19sChIJc2rhFjuGSzAR9E28AUMecoA?authuser=0&hl=en&rclk=1,198
family_vacations,Rimba Resort - Dive Centre & Spa,http://www.google.com/maps/place/Rimba+Resort+-+Dive+Centre+%26+Spa/data=!4m10!3m9!1s0x31dac57c3178f621:0x42e0cbdd7209a69a!5m2!4m1!1i2!8m2!3d2.23079!4d104.060668!16s%2Fg%2F1tf6jr1x!19sChIJIfZ4MXzF2jERmqYJct3L4EI?authuser=0&hl=en&rclk=1,1042
family_vacations,Lotus Desaru Beach Resort & Spa,http://www.google.com/maps/place/Lotus+Desaru+Beach+Resort+%26+Spa/data=!4m10!3m9!1s0x31da4c799696108b:0xfcd50596a72ae5f0!5m2!4m1!1i2!8m2!3d1.563356!4d104.250578!16s%2Fg%2F1hm33v07g!19sChIJixCWlnlM2jER8OUqp5YF1fw?authuser=0&hl=en&rclk=1,574
family_vacations,Green Valley Eco Resort,http://www.google.com/maps/place/Green+Valley+Eco+Resort/data=!4m7!3m6!1s0x31da42f43e28e531:0x47369db24c30217d!8m2!3d1.5936039!4d103.9422377!16s%2Fg%2F11cs5f8kz2!19sChIJMeUoPvRC2jERfSEwTLKdNkc?authuser=0&hl=en&rclk=1,903
family_vacations,Batu Batu Resort,http://www.google.com/maps/place/Batu+Batu+Resort/data=!4m10!3m9!1s0x31c5368800af40f1:0x7c31f2bf9af2b99f!5m2!4m1!1i2!8m2!3d2.4740937!4d103.9606432!16s%2Fg%2F11hbh7_474!19sChIJ8UCvAIg2xTERn7nymr_yMXw?authuser=0&hl=en&rclk=1,551
family_vacations,Mangala Estate Boutique Resort (formerly Mangala Resort & Spa),http://www.google.com/maps/place/Mangala+Estate+Boutique+Resort+%28formerly+Mangala+Resort+%26+Spa%29/data=!4m10!3m9!1s0x31c8cbd111f765db:0x4b3ac0dbf54c0413!5m2!4m1!1i2!8m2!3d3.7280395!4d103.1146089!16s%2Fg%2F11bx1yzxlw!19sChIJ22X3EdHLyDEREwRM9dvAOks?authuser=0&hl=en&rclk=1,268
family_vacations,The Hill Resort,http://www.google.com/maps/place/The+Hill+Resort/data=!4m10!3m9!1s0x31cc3d560eb5b309:0x8281f82aa8e23c44!5m2!4m1!1i2!8m2!3d3.3058951!4d101.8871115!16s%2Fg%2F11sbtx_hbc!19sChIJCbO1DlY9zDERRDziqCr4gYI?authuser=0&hl=en&rclk=1,756
family_vacations,Ä“RYAbySURIA Hot Spring Bentong,http://www.google.com/maps/place/%C4%93RYAbySURIA+Hot+Spring+Bentong/data=!4m10!3m9!1s0x31cc19e198228cf3:0x7c7aa916d89f27f5!5m2!4m1!1i2!8m2!3d3.4095203!4d101.8909988!16s%2Fg%2F11bcclm82g!19sChIJ84wimOEZzDER9Sef2Bapenw?authuser=0&hl=en&rclk=1,582
family_vacations,Melina Beach Resort,http://www.google.com/maps/place/Melina+Beach+Resort/data=!4m10!3m9!1s0x31c51a1913f7332b:0x9ae12b5fa7cd806b!5m2!4m1!1i2!8m2!3d2.776447!4d104.1186483!16s%2Fg%2F11b745v3s6!19sChIJKzP3ExkaxTERa4DNp18r4Zo?authuser=0&hl=en&rclk=1,614
family_vacations,The Pines @ Fraser's Hill,http://www.google.com/maps/place/The+Pines+@+Fraser%27s+Hill/data=!4m10!3m9!1s0x31cbf459fd6e0807:0x52d67afa418cde86!5m2!4m1!1i2!8m2!3d3.7176852!4d101.7425518!16s%2Fg%2F1thf61r4!19sChIJBwhu_Vn0yzERht6MQfp61lI?authuser=0&hl=en&rclk=1,872
family_vacations,Eco Murai Rimba,http://www.google.com/maps/place/Eco+Murai+Rimba/data=!4m7!3m6!1s0x31cc6d91ffe279dd:0xd263ebbd7bdf5407!8m2!3d3.4406859!4d101.690699!16s%2Fg%2F11sgddfzq8!19sChIJ3Xni_5FtzDERB1Tfe73rY9I?authuser=0&hl=en&rclk=1,724
family_vacations,Nur Laman Bestari Eco Resort,http://www.google.com/maps/place/Nur+Laman+Bestari+Eco+Resort/data=!4m7!3m6!1s0x31cc409aa3ca9713:0x2ae6b7bd2ced89fe!8m2!3d3.2982542!4d101.6958851!16s%2Fg%2F11b6s6647l!19sChIJE5fKo5pAzDER_ontLL235io?authuser=0&hl=en&rclk=1,654
family_vacations,Leisure Holidays Bhd,http://www.google.com/maps/place/Leisure+Holidays+Bhd/data=!4m7!3m6!1s0x31cc4c784d22cded:0x73280c3b9310e78!8m2!3d3.081812!4d101.613014!16s%2Fg%2F1ptxgrv31!19sChIJ7c0iTXhMzDEReA4xucOAMgc?authuser=0&hl=en&rclk=1,2
family_vacations,Mabul Water Bungalows,http://www.google.com/maps/place/Mabul+Water+Bungalows/data=!4m10!3m9!1s0x323b698fb968059d:0x137fea01054e5c0c!5m2!4m1!1i2!8m2!3d4.2469767!4d118.6365536!16s%2Fg%2F1pzx3z342!19sChIJnQVouY9pOzIRDFxOBQHqfxM?authuser=0&hl=en&rclk=1,4
family_vacations,TUI International Holiday (Malaysia) Sdn. Bhd.,http://www.google.com/maps/place/TUI+International+Holiday+%28Malaysia%29+Sdn.+Bhd./data=!4m7!3m6!1s0x31cc37daaf11ef3b:0x3db22ae9737435cf!8m2!3d3.1280989!4d101.6786783!16s%2Fg%2F11j8w4071j!19sChIJO-8Rr9o3zDERzzV0c-kqsj0?authuser=0&hl=en&rclk=1,1023
family_vacations,Putera Island Resort,http://www.google.com/maps/place/Putera+Island+Resort/data=!4m10!3m9!1s0x31d1ecbd10fa2a99:0x797fd2046baf393c!5m2!4m1!1i2!8m2!3d2.1139507!4d102.3330975!16s%2Fg%2F1hc22l9nz!19sChIJmSr6EL3s0TERPDmvawTSf3k?authuser=0&hl=en&rclk=1,481
family_vacations,Tasik Kebun Serendah,http://www.google.com/maps/place/Tasik+Kebun+Serendah/data=!4m10!3m9!1s0x31cc69f86f028bdd:0x30d4b68bc9c10cc7!5m2!4m1!1i2!8m2!3d3.3578755!4d101.6148542!16s%2Fg%2F11c5s5f5cy!19sChIJ3YsCb_hpzDERxwzByYu21DA?authuser=0&hl=en&rclk=1,234
family_vacations,One&Only Desaru Coast,http://www.google.com/maps/place/One%26Only+Desaru+Coast/data=!4m10!3m9!1s0x31da4b482358418b:0x76ea4318ea77effe!5m2!4m1!1i2!8m2!3d1.5308355!4d104.2767672!16s%2Fg%2F11dybf76ct!19sChIJi0FYI0hL2jER_u936hhD6nY?authuser=0&hl=en&rclk=1,156
family_vacations,Apple Vacations Sdn Bhd,http://www.google.com/maps/place/Apple+Vacations+Sdn+Bhd/data=!4m7!3m6!1s0x31cc362b96245a1f:0x5462c991174da055!8m2!3d3.1479175!4d101.711242!16s%2Fg%2F1q62hccsv!19sChIJH1oklis2zDERVaBNF5HJYlQ?authuser=0&hl=en&rclk=1,1041
family_vacations,Holiday Villa Beach Resort & Spa Cherating,http://www.google.com/maps/place/Holiday+Villa+Beach+Resort+%26+Spa+Cherating/data=!4m10!3m9!1s0x31c89ac03b8d53e1:0xe404b046a809f812!5m2!4m1!1i2!8m2!3d4.0997752!4d103.3836473!16s%2Fg%2F1tfzpdt4!19sChIJ4VONO8CayDEREvgJqEawBOQ?authuser=0&hl=en&rclk=1,146
family_vacations,De Palma Resort Kuala Selangor,http://www.google.com/maps/place/De+Palma+Resort+Kuala+Selangor/data=!4m10!3m9!1s0x31ccf4a1f61931ad:0x28bd704e6f604fea!5m2!4m1!1i2!8m2!3d3.3498798!4d101.2405529!16s%2Fg%2F11f0l3vk7c!19sChIJrTEZ9qH0zDER6k9gb05wvSg?authuser=0&hl=en&rclk=1,862
family_vacations,The Dusun,http://www.google.com/maps/place/The+Dusun/data=!4m10!3m9!1s0x31cdd93276e3b0f7:0x350cd7b726bab7ce!5m2!4m1!1i2!8m2!3d2.8008693!4d102.0152086!16s%2Fg%2F12hpl_sfr!19sChIJ97DjdjLZzTERzre6JrfXDDU?authuser=0&hl=en&rclk=1,306
family_vacations,Tasik Villa International Resort Port Dickson,http://www.google.com/maps/place/Tasik+Villa+International+Resort+Port+Dickson/data=!4m10!3m9!1s0x31cdee203cbd2a79:0x5da0631f46f63175!5m2!4m1!1i2!8m2!3d2.5629307!4d101.8223195!16s%2Fg%2F11f1vnx1ft!19sChIJeSq9PCDuzTERdTH2Rh9joF0?authuser=0&hl=en&rclk=1,890
family_vacations,Sea Horizon Resort,http://www.google.com/maps/place/Sea+Horizon+Resort/data=!4m10!3m9!1s0x31dae5f0cb4c28e9:0x9261c6785822e0fc!5m2!4m1!1i2!8m2!3d1.9316353!4d104.1255663!16s%2Fg%2F11b6gq46rs!19sChIJ6ShMy_Dl2jER_OAiWHjGYZI?authuser=0&hl=en&rclk=1,511
family_vacations,Hotel Seri Malaysia Port Dickson,http://www.google.com/maps/place/Hotel+Seri+Malaysia+Port+Dickson/data=!4m10!3m9!1s0x31cdf1223e98bed5:0xabb9d8d495965415!5m2!4m1!1i2!8m2!3d2.5035431!4d101.8365554!16s%2Fg%2F1tf1lb56!19sChIJ1b6YPiLxzTERFVSWldTYuas?authuser=0&hl=en&rclk=1,690
family_vacations,The Kabin,http://www.google.com/maps/place/The+Kabin/data=!4m10!3m9!1s0x31ccf787ed21c23b:0x7281460047984c8b!5m2!4m1!1i2!8m2!3d3.1962071!4d101.3078454!16s%2Fg%2F11b6nvwkcc!19sChIJO8Ih7Yf3zDERi0yYRwBGgXI?authuser=0&hl=en&rclk=1,19
family_vacations,Athome Resort,http://www.google.com/maps/place/Athome+Resort/data=!4m10!3m9!1s0x31cc1acdb5836a35:0x35a722e195e5bb78!5m2!4m1!1i2!8m2!3d3.5003564!4d101.9208154!16s%2Fg%2F11bw475qxm!19sChIJNWqDtc0azDEReLvlleEipzU?authuser=0&hl=en&rclk=1,474
family_vacations,D Asia Travels Malaysia Tour & Ticketing Agency,http://www.google.com/maps/place/D+Asia+Travels+Malaysia+Tour+%26+Ticketing+Agency/data=!4m7!3m6!1s0x31cc36299f225a87:0xf9c85f4f6057256e!8m2!3d3.3251791!4d101.5251386!16s%2Fg%2F1hm3rngvn!19sChIJh1oinyk2zDERbiVXYE9fyPk?authuser=0&hl=en&rclk=1,661
family_vacations,Karak Orchard Resorts,http://www.google.com/maps/place/Karak+Orchard+Resorts/data=!4m10!3m9!1s0x31cc218638241a81:0x895398a611a26430!5m2!4m1!1i2!8m2!3d3.3219745!4d102.0622558!16s%2Fg%2F11f77b_zp0!19sChIJgRokOIYhzDERMGSiEaaYU4k?authuser=0&hl=en&rclk=1,802
family_vacations,Embun Luxury Villas,http://www.google.com/maps/place/Embun+Luxury+Villas/data=!4m10!3m9!1s0x31cc3dd53892f7dd:0xe2c451565f83cc9!5m2!4m1!1i2!8m2!3d3.3304734!4d101.8363871!16s%2Fg%2F11f5v46_4l!19sChIJ3feSONU9zDERyTz4ZRVFLA4?authuser=0&hl=en&rclk=1,730
family_vacations,Avillion Port Dickson,http://www.google.com/maps/place/Avillion+Port+Dickson/data=!4m10!3m9!1s0x31cdf10dac86769b:0x7a38507da9d320f7!5m2!4m1!1i2!8m2!3d2.5052741!4d101.8314945!16s%2Fg%2F1hc180q4r!19sChIJm3aGrA3xzTER9yDTqX1QOHo?authuser=0&hl=en&rclk=1,698
family_vacations,Happy Paradise Janda Baik Pahang,http://www.google.com/maps/place/Happy+Paradise+Janda+Baik+Pahang/data=!4m10!3m9!1s0x31cc3d11f4b5f6ff:0x8081ad6b799c8a22!5m2!4m1!1i2!8m2!3d3.3220705!4d101.8570632!16s%2Fg%2F11c2llr1bs!19sChIJ__a19BE9zDERIoqceWutgYA?authuser=0&hl=en&rclk=1,773
family_vacations,Anantara Desaru Coast Resort & Villas,http://www.google.com/maps/place/Anantara+Desaru+Coast+Resort+%26+Villas/data=!4m10!3m9!1s0x31da4b19279c31f5:0x839d47a601a56ce6!5m2!4m1!1i2!8m2!3d1.5381864!4d104.2678196!16s%2Fg%2F11dybhdwkn!19sChIJ9TGcJxlL2jER5mylAaZHnYM?authuser=0&hl=en&rclk=1,422
family_vacations,"Embun Resort @ Putrajaya, Bukit Dugang, Sungai Merab, Desa Putra","http://www.google.com/maps/place/Embun+Resort+@+Putrajaya,+Bukit+Dugang,+Sungai+Merab,+Desa+Putra/data=!4m10!3m9!1s0x31cdc83cbf8e1a21:0x150f88d209682bab!5m2!4m1!1i2!8m2!3d2.8998249!4d101.719371!16s%2Fg%2F11b8v9v7rj!19sChIJIRqOvzzIzTERqytoCdKIDxU?authuser=0&hl=en&rclk=1",295
family_vacations,AlexaPD Private Water Chalets,http://www.google.com/maps/place/AlexaPD+Private+Water+Chalets/data=!4m10!3m9!1s0x31cdf36cfac369dd:0xd6c2b10b4c506d6a!5m2!4m1!1i2!8m2!3d2.5506067!4d101.796271!16s%2Fg%2F11j0rvm9mm!19sChIJ3WnD-mzzzTERam1QTAuxwtY?authuser=0&hl=en&rclk=1,625
family_vacations,Ä“RYAbySURIA Janda Baik,http://www.google.com/maps/place/%C4%93RYAbySURIA+Janda+Baik/data=!4m10!3m9!1s0x31cc3d16452b62af:0x44d512d2382c3552!5m2!4m1!1i2!8m2!3d3.3119512!4d101.8792831!16s%2Fg%2F1tf7d54d!19sChIJr2IrRRY9zDERUjUsONIS1UQ?authuser=0&hl=en&rclk=1,720
family_vacations,èˆªæµ·å®¶ The voyager of the seas resort,http://www.google.com/maps/place/%E8%88%AA%E6%B5%B7%E5%AE%B6+The+voyager+of+the+seas+resort/data=!4m7!3m6!1s0x31d0a544ca0363d5:0xbf16da7117e62618!8m2!3d1.3310288!4d103.4417161!16s%2Fg%2F11rf7tngts!19sChIJ1WMDykSl0DERGCbmF3HaFr8?authuser=0&hl=en&rclk=1,774
family_vacations,"Al-Sakinah Resort, Janda Baik","http://www.google.com/maps/place/Al-Sakinah+Resort,+Janda+Baik/data=!4m10!3m9!1s0x31cc3d15473ecb81:0xa2b89c4c6d70e933!5m2!4m1!1i2!8m2!3d3.3262281!4d101.8650624!16s%2Fg%2F1wk6x852!19sChIJgcs-RxU9zDERM-lwbUycuKI?authuser=0&hl=en&rclk=1",1021
family_vacations,Fifty4Ferns Resort,http://www.google.com/maps/place/Fifty4Ferns+Resort/data=!4m10!3m9!1s0x31cc3daf01489b3b:0x8d11a0f84764a1e7!5m2!4m1!1i2!8m2!3d3.315744!4d101.8356528!16s%2Fg%2F11c5s6h9fb!19sChIJO5tIAa89zDER56FkR_igEY0?authuser=0&hl=en&rclk=1,662
family_vacations,Laguna Redang Island Resort,http://www.google.com/maps/place/Laguna+Redang+Island+Resort/data=!4m10!3m9!1s0x31b7104a56528e61:0x15d4f571dcdb7376!5m2!4m1!1i2!8m2!3d5.7706675!4d103.0324707!16s%2Fg%2F11bwf7t5g5!19sChIJYY5SVkoQtzERdnPb3HH11BU?authuser=0&hl=en&rclk=1,505
family_vacations,Eagle Ranch Resort Port Dickson,http://www.google.com/maps/place/Eagle+Ranch+Resort+Port+Dickson/data=!4m10!3m9!1s0x31cdf17601541185:0xdfcc1718f1c91fb9!5m2!4m1!1i2!8m2!3d2.4274789!4d101.9143646!16s%2Fg%2F1td4b1cz!19sChIJhRFUAXbxzTERuR_J8RgXzN8?authuser=0&hl=en&rclk=1,667
family_vacations,Campsite - Resort Taman Eko Rimba Komanwel,http://www.google.com/maps/place/Campsite+-+Resort+Taman+Eko+Rimba+Komanwel/data=!4m10!3m9!1s0x31cc41a1ad1830db:0x6afb4e84d8a2ef00!5m2!4m1!1i2!8m2!3d3.2892874!4d101.6162246!16s%2Fg%2F11fngzwtmr!19sChIJ2zAYraFBzDERAO-i2IRO-2o?authuser=0&hl=en&rclk=1,608
family_vacations,The Danna Langkawi,http://www.google.com/maps/place/The+Danna+Langkawi/data=!4m10!3m9!1s0x304c7702fcfbd8af:0x4dfec21834efe3c2!5m2!4m1!1i2!8m2!3d6.3677477!4d99.6813659!16s%2Fg%2F1tdql2bw!19sChIJr9j7_AJ3TDARwuPvNBjC_k0?authuser=0&hl=en&rclk=1,526
family_vacations,Rawa Island Resort,http://www.google.com/maps/place/Rawa+Island+Resort/data=!4m10!3m9!1s0x31c53713c8c98377:0xb40059d687022e3f!5m2!4m1!1i2!8m2!3d2.5184039!4d103.9759484!16s%2Fg%2F11cjp6_65v!19sChIJd4PJyBM3xTERPy4Ch9ZZALQ?authuser=0&hl=en&rclk=1,1005
family_vacations,Le Grandeur Palm Resort Johor,http://www.google.com/maps/place/Le+Grandeur+Palm+Resort+Johor/data=!4m10!3m9!1s0x31cc3608900d19bd:0x4007786b97d626c3!5m2!4m1!1i2!8m2!3d1.6516417!4d103.6567648!16s%2Fg%2F1hc66q6jz!19sChIJvRkNkAg2zDERwybWl2t4B0A?authuser=0&hl=en&rclk=1,502
family_vacations,Bangi Resort Hotel,http://www.google.com/maps/place/Bangi+Resort+Hotel/data=!4m10!3m9!1s0x31cdcbd86b083c53:0x386892f1139ee2b3!5m2!4m1!1i2!8m2!3d2.9551294!4d101.7649095!16s%2Fg%2F1s04wq1gs!19sChIJUzwIa9jLzTERs-KeE_GSaDg?authuser=0&hl=en&rclk=1,986
family_vacations,Lembah Azwen Resort,http://www.google.com/maps/place/Lembah+Azwen+Resort/data=!4m7!3m6!1s0x31cc3138b5cf2721:0xf69196c9f406ce7b!8m2!3d3.1317235!4d101.8149442!16s%2Fg%2F1hc4df8v6!19sChIJISfPtTgxzDERe84G9MmWkfY?authuser=0&hl=en&rclk=1,249
family_vacations,D'Coconut Island Resort,http://www.google.com/maps/place/D%27Coconut+Island+Resort/data=!4m10!3m9!1s0x31c53443aaaaaaab:0x9c55ea3ca337ef35!5m2!4m1!1i2!8m2!3d2.4333313!4d103.9770599!16s%2Fg%2F1ptw7mcyg!19sChIJq6qqqkM0xTERNe83ozzqVZw?authuser=0&hl=en&rclk=1,487
family_vacations,On Tour Malaysia | On Tour (M) Sdn Bhd,http://www.google.com/maps/place/On+Tour+Malaysia+%7C+On+Tour+%28M%29+Sdn+Bhd/data=!4m7!3m6!1s0x304c79024f9736ed:0xbfe261865fc4fc0e!8m2!3d3.1203622!4d101.5992075!16s%2Fg%2F11n0dwf6x3!19sChIJ7TaXTwJ5TDARDvzEX4Zh4r8?authuser=0&hl=en&rclk=1,297
family_vacations,Kebun Rimba Rainforest Discovery Centre Gate B,http://www.google.com/maps/place/Kebun+Rimba+Rainforest+Discovery+Centre+Gate+B/data=!4m7!3m6!1s0x31cc3d62171dd4cb:0x354a3cbc2f50d056!8m2!3d3.3177805!4d101.8419734!16s%2Fg%2F11j1ktj2jw!19sChIJy9QdF2I9zDERVtBQL7w8SjU?authuser=0&hl=en&rclk=1,762
family_vacations,"Ratu Rening, Kampung Hulu Rening","http://www.google.com/maps/place/Ratu+Rening,+Kampung+Hulu+Rening/data=!4m7!3m6!1s0x31cc6d396fe58f6f:0xb9400da0db6d7e67!8m2!3d3.4884956!4d101.6967048!16s%2Fg%2F11bv3vl2l3!19sChIJb4_lbzltzDERZ35t26ANQLk?authuser=0&hl=en&rclk=1",251
family_vacations,Caravan Serai Holidays Sdn Bhd,http://www.google.com/maps/place/Caravan+Serai+Holidays+Sdn+Bhd/data=!4m7!3m6!1s0x31cc4561a90ec69d:0xe12a8196a82308be!8m2!3d3.1957329!4d101.5921146!16s%2Fg%2F11fnxnlmzp!19sChIJncYOqWFFzDERvggjqJaBKuE?authuser=0&hl=en&rclk=1,919
family_vacations,Deruan Damai Private Resort,http://www.google.com/maps/place/Deruan+Damai+Private+Resort/data=!4m7!3m6!1s0x31cc3da6d999d14f:0x3ec8ca7ffa64445!8m2!3d3.3215996!4d101.8404547!16s%2Fg%2F11byflk6lc!19sChIJT9GZ2aY9zDERRUSm_6eM7AM?authuser=0&hl=en&rclk=1,415
